Username,Password
VGrgich,GmITooAwEMmDXs0FONCjHW0pLwsHgT3EFZnCjVug5kk=
CDyne,ZiI0u659HUSMfr7lQSf8K3hbJNEIi/8Qegb/qH9tMeQ=
AnthonyPleasant,QomD6k4nGFTTaL9ImXANzxLOxzAK15vSURXZuuolPco=
JohnMaine,Giy9ZS+s+827FVm/ifH7nDm7C3+FApgIqzGlHUCh0Jo=
JebBlount,r7v+G1kdsZTwIc6vDDoBD17ugbgGflvGeANXW8v0OoI=
JimHickman,VkNaaMwMpTcEIUW3biF6LJK691V8lmjKjMGgFTGTjVc=
RichUmphrey,K9//xkzmJ9fOHH63eNTu46bx4ym5VQckdHMrjnKrEwA=
PCraig,savOtCSfUJ9/xZiEvLXLl60QLQEA54/xd6WIaz4O8is=
KSimpson,2zW2ERNmH9LMx6a36cWkKqozB4kIDIUe82hcfPNRDOY=
JCarney,2MGpcHMdKQ321Q1eV/pprnK2fogPrZF0VOMRVA4ptWY=
DClare,XnfagwBhV3m/i4BgDXU4+a2M+JP7RbBavjJXQpfHd3k=
DrewBrees,vCWp/UY+AyqYgvd4jI6CdBfugxWAmiWaY1Y3eewicR8=
NGlaser,UQO0Fa3KgmfGKipRyo8z3vyrOfMRWYZQF40J9FD00HU=
JohnnyGuzman,/5r5TSi6uakbG4/OtfkIfuEFOvWZ3L82YLOnfL/m+uc=
JohnBaylor,LidiM3mRs4lmIqaDQnyCHCWTMdr69G25SDpBWxv61R8=
NBerhe,8NAIGbjGrT7bcdx9n3PKmlmjaHw/9YpGEocrojPsFCo=
RobinsonChirinos,fFUGWDZZahl+oJHKdzAuIAz32uKpKxl+WnjpqyoyvQw=
BMattick,GoJBrdUCkID+f8mfP77zTPUFaIRKKnlOZyYCsO8hgWY=
GZeber,uDY4yPB5AXLYMmLtXkzqIjlwdoFcqXc0L3KAtMICV94=
GregFairchild,AJl9/xupc9gVgjjdV29pNIySb+aDadT6+mcPWjbHU8E=
JoeMartin,NcY/1kItaMappnrLI+8vXl9VvKYi4YNArOLlrg9qYtg=
JimSchuber,3QS9+o4tcPu0V/HPZtWnM7FRwTXtqLoWL+wiC+Jx/8U=
BrandonMorrow,Bc6I2HRGoFT/UiiG6MDljsWbPc7+OsIFRfR4p+A9bC0=
KenHall,Vv/uyb9aPfSlcBCS/kpQYhcyEimDcgZMt3Y/mxjjz/8=
RFurcal,cR/i9x68TtQIRcrBXTW8fYdYKpYwlbh5ZMNSg2jwe/U=
JMcDaniel,e64JXFWMM4ld86mUHF2TjHimVZimkmD8TX59pbcMm9U=
DLattimore,betwKYf7RZWrJtIzRbpjDX/vrAm5snetJzAGxsthRvs=
KeeverJankovich,Fzva22lo9uFOzUqePD3LLGApn1V+++N4rrVnTWkUxSU=
MackAlston,8+DzA9AvjKo+VDZyB+/BWGPdrn+IieOOOiMjYyeIeBw=
MichaelRoos,S69HBxIdWds3mGyiHmd8p+mTZdAcGwp7/N8x6MV3NWY=
KHermsen,Mp7Miu0h3Hx4QEDnOZjn0F2IX6qDV+mQ/CEa2COwDJQ=
JTosi,GgSD9FPRIPcD47oAX5sUkNUJZciKLd1RKW8SlCRNGr0=
UEubanks,TJmO6EDSIIRxfSVgAVApMH2envrSb4V03Ag4LX7z7ZE=
EddieWatson,f1nfea9F1gOKPjMKYDxJ/8k0XDt106ShYabW5K8bLOI=
TCody,TssQ1dzuLtz5Nc3BD4a6a9ZhpfOKL6qBY9k72LrOXaU=
PDaglia,Ot4fWOJm5Cy+dSV5jE3BQxdwfWcKb3Vkm7bVeBnxPMI=
TerrenceMurphy,A0sQL+UUXBm+WiBUSA7e5Cx4MdkEyJLLfb4kGw2NNl8=
NorrisMcCleary,bk7b6zM4KO7bVx86zArXYLZWF37LMa++zmo/+BywALI=
DeAndraCobb,a6Jdfl6uOBdTrFo1KV7r/AFtcBdW87C0vxL8z6rsV7g=
JustonBurris,gcfKha/ifxbbv1uQ9sYwDZbQuzl4yExq4VMfQrulY5c=
DNen,fIplF4kB9N/06lFc8OqG7EWQs41hUKErJ0jrf+mhP4o=
VersilDeskin,9lO21SWqE2udFstOPN8oXy9DCG0cUZ0MC5FA5mp/J2U=
DonParrish,IsrcX0Q16MRoBfJIN8SVbfhrgrLwE4IkcQDQy5IRtjs=
EdWhiting,SAbiL1eefhHnZeGzmxGEX3gKahWeH6FpsiibEG93jfA=
BFeerick,DiyK+lH7GViH2kR3ToAX86ye2vtNkXo2NyRNePx9NpY=
CullenBryant,IJtcG9CvldKuTC21krr5xbXglbz53QpxzuhMGq1n3NY=
DavidMacklin,STKJm1tPMdfx/phTSlbszYli1Kjaoul7/oxJwhQuIFI=
ABynum,PDjlRVXfGjTo2YgJ9CNh0e1x3cWzY/sOVCZZeSuKQIs=
BrucePlummer,kjARe/LZ0mtze6Pva3O4ZT2Y5SWsKzT/2TS9C+COvRg=
TitoNavarro,Qmyb8uVlFL99Xm+JBxIWCfjajssP9dFDTZyPopjSbbc=
DFelt,AsFn+29UyTCll1H8jNGKv9s6BYONAR5pPZb8igmc9Jc=
NateHill,0q4P4TtSnNzcz8Qe2Wv6vnAx/jVgFPY9HuBXn1KXBzs=
DavidGivens,4Bzk2nrIjG325kmqWDP9KbGvv8Cc87sNPA5hjjRRjk0=
GGrant,NrRgh1sYZQSyqWgyBBM4n6SqeK5T4pypTtlKgqgcedo=
PatricioGarino,zefjNQXwCL6PGuwSvToS3DNZZXUws+B6VM0fxyU9NTo=
MikeBrewster,ThofPllsbLg3qOtyUXpC5Kv5FE6sX92dbOU3UuIni1g=
MRyba,3Yx8Q4b1sG2DEZSKcKW8OvppMYOEo/TXAVsOZf4PX4Q=
JonCarman,6yF/4GfA0jKJav3P7LRg1daRBNpxBdBXG1CStPdLQQ4=
JohnDuff,7/RdY3CL23kPAOdhQEyoKJzDbpZWx6dtni2uQGtfeHQ=
AndyThompson,78WtUtOE6mydxChLYx2zt84NQcecd1clFTMK3VojpJ4=
SamieParker,eziuVjU77Fojr13pZytOhvn+K8OW0JQnmPmJhe6t5pg=
SarunasJasikevicius,/HPEu8EG2oZjkVEApk0trPhZzaBe+TPkW1O9zVefyN0=
BillSmith,5cCxpyDwY8TahcrjSMojaPgsdWeA/FMea5fnWEM71sM=
PollyWolfe,OW98kaW4sgrMzYpFjesPC8bXG74NpjyUf8dSLyNcpgE=
LenFord,VtFGwEpdWoA9XT3cqHPacM7crQHvSUMI+15lqhJvnTo=
ArtDeCarlo,8yTxGa0Wm0s9dRfrmpxLQP+cpdwlQyCCSNSalgImhhc=
GratO'Connell,Q8lvSvlt0g4OuieAOy/8bs9nOzWYlQd4bQqFe3lZGjg=
WaltRipley,mhTVTvdgeDwuP0P1silOh7a7xm9QSrnikoOVcVddZxo=
TrellHooper,e6bLkMgR4rkj0zkZhlKDwVGbvwg+UY0G/W+mzTBWzjo=
HarleyDillinger,B78ikqpQ8raaaDgDBxfeV5So+DH1RgQrcmNzsTnVE8Q=
DanielHunter,rxwlN6+oGpn5iEkdTmCz43OgF8VEFo6GFQFrqTh3lx0=
Eric,UC+pw4ddCEjP7bDNeYoEJa1O2sgyFtm0L2HTBHw+vho=
KGraham,iyn0A9ofIkIU28bauDPyTYIWJBimIQqiQUgYcasPz+8=
DMenasco,PJtgM722vB4G+qBvnp9ccuMolEA7nL6nYt/dgsiJ780=
JoeyHackett,KVwbmISEJfT4+Ogp/2rKMxQioJRzfc374m6jZ3qyeTQ=
ASamuel,hoU6OJzvm2P1XF5yMtc3TeAlXpx46jduR0xtlGr5BLE=
MSanchez,/fXUEjiMrPdmM20rFtBQTPFikNOh82emJBmb10E3lrI=
GFlint,9Gp18QfWqf63UI0VOakNTixWzAUTY2yndsQIFHJpDUw=
MStaehle,y260TyCD4ORXTxqyBnbReYENz+CKbQYN3io2jsKi8Tg=
DLoper,Tt/dpLqMy0x3yrxKtT8tNJh585/gKVb9qEhtTMMDNxk=
LloydMerritt,ZLQUZB0xndIrGxOJcZc+SZH1olP/XXKZfbeKG41nsCc=
BretClark,EhG44HmXcIs8ckPHgFiXYuNrytlA9UqenYsyktIpwPw=
MikeYoung,PylEgAVY+kmm11HVYgJdgekk46opGMAlRPISWKsVTPo=
CharlieDiehl,FdjHAb9R/O+T9BALc/hO16tIwzkWRrN58GsMZ5vSHyM=
JRichards,s9iaZ68n+vu+zTPmlHwspwnqU7lp8T4Ud9ttaeVhMGM=
JRoos,20UpQXi8F5GaVYmtTPyhldKKzFFNIIgHHRrjkCpq+4w=
DUlrich,zCtl5aHl0cU67T2enJX6QtN89+QFrQgqaI/jPjzbxxk=
GlennCadrez,pP6h9DGZ518YbftcmFos6zcdlkNg00ctOUy0+2YAL9M=
ReddyGrey,h9R7JsG2OArU6oEMYppaH5urQr14REysvlLBvMvtTt0=
TKaufmann,pe62Pst/l2BRednVoLxXo7ygcBKJZtGMp/Y6rZ98Ggk=
LewBeasley,C3KvzbduwRK2/Xg/m4cBpKIZoOSyTzVT4vC42Gu8dLM=
DHughes,VqM5PdWQ+l9ukkG2gxIqWAQ6tNbXmjeN5FoNyRJ4QS8=
JLagares,sxdr3h+Vk+0oX07QQQsqjokmJR7SY6DFQen4rakT/zA=
MiguelCabrera,LLFAepJjJlxqcZZATfuKkr4mX5Jpd9Y72nX8R3/0K1U=
TerryLey,SKAF2uJPwJwnyez6QivtQEYm5PSrf3xL6+hp6hvs9tU=
TClarke,ZNMclp7nx/lxGEV8xV6Kd9CMASh5AHi2bc8zVj5XAyk=
HermanFink,xP+kMVxDSgCMOUGo63iCSiAi21sbkzrjhcLM+tZXEVI=
CJoiner,GlYLlzSkyYU7sgnZfS7M/QuBoM0IQX3TwVrYONY7NTk=
VerylSwitzer,PcPtcHs0kV0IDjf1AO3iUj3jFaM5a6BhqtM2sRR1kAo=
MickeyHatcher,MuIFLr3kjvhNOCemmICXC6BaUIweJwNbMuPXGwqHZYk=
BKratch,FguEOgC2CIIzG2Zm08DBme9TxI5yiPiHLJtq98Kilfg=
JustinHuber,Il57L315HpsDbecAtrSOmc6yz5vl7qlX87vrjQVXYpY=
MartyHorn,IattnDmxonMSRzPFFd9WmaIW8FDUu7e7lR5a4B/te+A=
RoyWise,JDveOe4cP20UXVJlTezG9cd7WZe8znCKeyuXHKa6pNM=
DMaxvill,WwTK4xRUVsa816+NOgYlEXHumh+zuorkWlFrW1SkV8E=
JoeNedney,zt7lKWDGLa+bWgvND+jndWONsqmMcW6hFzDvKO+Z7Nk=
OTrask,TKerVfmtUsmIS8gOb8P0unURhIuvn8haGDTWC4amKTc=
DaveSchmidt,Yk6775Y2lUTL0oP5Ibs0Lfzdzcwq9yT8YsXHULyZsxY=
AndyLaRoche,LhwpknbUCUsFgwuVRJ4Q2SG12VzSSe6x5aTf+LrKXgg=
RashoNesterovic,tpBi2soL510Ok78MLmI4CAn8npw1eP0c7EJ06Oz244w=
Robert,TQd7aUcng2t9OFhuUr0uM77VRn+ThnRMASx5iPXdyaw=
TZachary,gtQKoVKdC4tVV2Hek6lazA2RBo5Gfmp3qFU2ew9f/AU=
MarcelinoLopez,YTyMSeMd12CJCl5ZWaBd1m6cHwWHJEz3pcZjYVnCe68=
BubbaTrammell,fjNpxTgbzSn6OqW6g8qvYJ8r6uIlK5cKIS2kgRrhDEQ=
FHubbell,4CHx/pjvLki1qDmT2jM9J+Zud756X/XdpeIhnb5gxyM=
MMoroski,TnV5iDxp14h0Ee5y63s3bJnzls0HmaL1v/XNB4syMcc=
WaymanTisdale,Iht4VAHwcAwsriyXtJxlaU43Q1wA/uAGYkMkGqyQETE=
ORuff,bXZ38jluPYSZFuzXdCnzO857mP/VsqLH3vpdaWjjKGQ=
EEagan,rcCRPVfFfukAldr8XFORsmj5Fy23A89/O54ObRSzxBk=
FredRichards,FdG80vYcuevHOfsTLgRDW4Q6SDd6z7BOow4Eboo6UN8=
JoeKuharich,D9Y0oGTIDXxN+Gikt1l75hBt2X/rkeDlO2ZUE5NhlRI=
HGallarneau,SPGWQC0fHKDEwNQ4ui6YeaV3tAlfMKUWrJWU5Ep4EMU=
ArtJames,wdkuBzL51nrT+icHyjhjt4wX0RCQWPF8Duixxo72w4A=
LaveCross,G3hVNqz43fFf3givM8tK1asIYCZukXd3dT9GvSnj988=
LorenzoCharles,bW66lQS21UiB4Ftgi/S9dxGbSTw676q0DjmBbh8z6xU=
JamieThompson,um3RYFJ2EFq5EUYfymlSiVTC2NBbV9BcD5iIEW/Qsfo=
MNettles,BYkx+YVOMmPsIaS31i1yp8yROz7z5hoNGneUg/u2ERM=
WalterBond,keqBfEbov7IKV3BeGu63EboDr1PURVdF0CXFLbPQOSk=
BillHoffman,oQ1cAd+pIYWYFYdZSK/pYuiP5Pzp5JUHu0PdoGjUhrI=
BWilkinson,KrS9+esgHhQJnHpEmC5dDGqw3jlKTwOwpQveIwNmLPg=
Jo-JoReyes,G2TPdqfJ89FRuDOFLi9TsDsq03y6NLn4S+fFGQyiNAI=
PaulMcAnulty,1iG5L7vOPBvZath/cr24/fduhVst1NKA6BU293mo6Fo=
DRogers,Dstazt4Yzr+1k3fNUP2j5BTX432BA29+nNaQOJlqXZo=
CraigPowell,V7fqhsCnuxpwdRN2WMDedAEjnm657xkfkRsusB1FT5k=
TommyThompson,T2JljSkDnY/9ivVbKfyD3hZNWOrTZklQRZ39oekmRp4=
HBezdek,eZRd3ko2Q0iZFTDGh83tFxvyqhy0Db2xLJxGpmQq6r8=
BillHitchcock,7cBUsEC3ivW9JNXJGRHeLOgk1rcn9r2vqR2RARIOXSk=
CScotts,+hHfy3queAh61FbhXNwKrtrLQSqy4GPTdZEgYGx4aOM=
DBaez,AgQ+kGqD6Ntav0wfhZqTeaXMaPbnO2G54MJh8hkuJaE=
NickBebout,3ghe9PnyHUkouloSXwcrAmdJy8N1amcOCFjRK2a1Tbk=
BHobbs,2W646vT+z1l6Lgm0oWdRXiIBM0qBxwQU4QtyIKtCbwM=
JBertelsen,1r0lxYgJ2xPH6/+BzW0Mx6H65/ZbOR59HgnixjYeUrU=
AndrewWiggins,T5vWQVvCRDZLhOZBJA8e6zru+av6uoHtOrjTYbMHWYE=
TKoehler,o6CAIbjWWUII+o9yCJffYieZcURcls047ejVvjLQsgM=
JPeppers,ZT+pdTQ+d75QXf+XEtY/K4HKSs2XygHwIziusBRw+M0=
LRose,EU8pZJVHr2vVLG6OJUX4r6GwhvRZE9cTvkJDcfYHBAY=
C.Lee,sDQsDQMhp7ISORRVwOEXgJB4GxmdWQGhIjz0ebNMSMA=
HSawyer,h3RMCWrp2MyCjCmCQP05jvrF9Uvuo1QE1SNelaqYvLQ=
TimGeorge,u/MQf/QGkHOXiJ1X2fLE1rtWcOyD8EGpDV7k+hqqXZk=
ChuckDeShane,9miSZTNOTHUvWEn/Ti1z8O76z/y4QxnAkDXLKpRH6sQ=
LFairley,lpYLwbQQ19rUSH1YhEYF0JlA+lrJLwVvXiXJ7/t/3b4=
MattHague,6Z+xn9Z0yqsgyRNn2gpaQ9JPzNAysXzyTQyhgGTjcQ8=
LBerberet,ImNH6rl6RWTz3MCE05Re1gWBawJLtShGNAHRTiFjkWA=
EWhite,keCCvhcm1MrKv1+BBNSVECLJPtdlch1vqQFiN0qpgpQ=
DonBarksdale*,QOBX0dApG0l7r3zD+FgPQyIc7GOdFLBfli0d9W+jAZA=
JohnJenkins,usUKxdg7/4Vj/vDnPedusPHqGQcv9pug9BtCWEAEKWc=
MarioJohnson,kOzMAwh4bomSg43MlALImbaggiQC7som7S5el27cU64=
CKeith,Zxc0tT7aA0nQGkw++rykraGheMJocJQmsG/ZZJMjHeY=
LamarLathon,wRyOZJIxtEewe9TdA2WAt5iES7YxQmvjhJ3OG31S8MY=
PatHerron,6kc0a5EO5/QunVn2lKifQnjAGHfiZiLjvs/iQgAiR2w=
BillSwiacki,ypSyRrdthC3E+qyVRXmHhLW0EIwvbbtPBe3R01zH0+c=
MigelPuente,4IeQ2U0KnyNxN/5Q+bUQ3rFSWm4vldoipZTAZ2wl9eg=
AlexArmah,tuaiTU/dx1HdRLSKxUsBLWEUSLLb+r+2bhZQ0TolEjI=
DavidBarrett,ggog89hW+5WC5zC2zdEDZBtbJpJ8kknZpD2EW5FH76M=
RAraujo,II0yEwAW5SfZhotKPHCwAOnRk2LueE17yDRjNi8BfMc=
RedJuelich,Qulk6eIC4wF5sR22A0PrMc2ePzJlMcbYSWeQ71Vo5Uw=
BillTosheff,FONpEpSO53DrBwcUhuK5ZMtZhpP5B0XJOQS+90Aihu0=
BGriffin,yhzynSsQ9j5O4hnJ4EC87dgYfN+q8tsCTpT7R40FOyM=
IronDavis,5y6cv72kQlTFagkXZi/7x/wwiKY7qRCk5qqJT6fOZPo=
BoomerGrigsby,K5MF6KzZ1gHKoucMs1j/N6uL3Aqep8HKK8cR1Fy4OtQ=
AlBabartsky,NVvFhspGGufHSIr69hGrCzITU0ngKuPlOgAtBv/zZGs=
KelcieMcCray,9Q1dCdLt2AkSlWXO3huazlfESCtrcno1SSoSR2/k2sk=
EddieDove,PHfUE+x71qyvOCwAYzhIIB92kXezttMg9uED/bs4+hY=
TMcNair,f18cHsjC/0eZWD6jj4vuyp3nxf+hJOet8Lw6/Pfvwug=
DonLawrence,yGwhkcObf71JZEBfdGyetDZchy07JJg7QgoQZDbz1zU=
SBando,TXGS0i3vFUUculdfz5nXqZMIN5l+e8uKr4DtWm/JY9g=
Dwight,sgcRWYW48JboUVXCvz44qLFh3n/gKlP8nahk2Sh6rSc=
JayDouglas,1W+9buDJWTEd9n+ye9F6GjZi9uiDuvtOlRXpdcDgb+g=
AStorey,FM2AqZULNKq9qMWvJl6F55ZM5oSqLXHbYha1uQCBYvk=
LeeStevens,r2O6omUXK2Xr+trNpDsiUmnN/XLCQsp3vU6q5NK0yvQ=
AndrusPeat,3qYHJigz7SxtDQa9rwg6NIF4lYlFtz2K9FUf80kR+QA=
AugiePrudhomme,TeqSg/SBlGUJsGBhckPc4dZrbVSHUjrKOsleFpyRh7s=
PBeato,vEkY9DbJO8SMmDfnrcg+FAYs9DD8D8dxqHYPZ0BPQ7s=
EvarSwanson,dWEx0CBqEXeEjL3RZUgtSJtJHF3LL2gO6Kjg+Lr9gLo=
LPike,j7DLu4MhDPXReNaqVm8w+vGcILvfcxO2lfSoxWlN7W4=
GThurman,PleSbAX1k6nTMQNT1DDaVkd2qRUH+tq0TobcqW1rcJw=
AndrewMelontree,stycEu2n7datOXR7ESkaNFqqvB//b4MaxVXchWq2baA=
DoyleSchick,UJNo/xtFpbmhpAhEgu1s5i9FOnjv8YcYHQCl+9aRsvE=
JBurns,4+zd+Y0A3UDEel1PmR75P+fMPqcuZZG1cBzVK3HZMGM=
GPease,+8/uqziXPjpHkbQEJHr1Naiht0LquXKUZ7JsYJbYCa8=
PopIvy,ZIeaz2lyddX3bDgKSepeDrVZbdlS/e63ppYh+rKRAGw=
KHenson,H0nAk/C1t+AAa6ycm0caiP/AY9vY5lLCBK3BpZinPL4=
HFaverty,h0dGz2tO01Blsc2t+FgYJdmZn0uZHc2Eb4UwPrgm3L4=
BobbySmith,OqWoSx/ojyxw4SOSviHtJ2qTDONPkvpN7yib2lByvrc=
MarkCanha,8qZLD21jG4XLr08U1pj3TbsEQPmE0dx5dI+drb/JUBA=
StuPomeranz,cVw2KSILNiry4O+SZ1i4GW5LjoftDPmwBQmdU3VBCnM=
JimStifler,6tu+JvuQnOv2LkihsIEcH9PlJylCd/wRCV9WdOu3eTw=
EKeas,AxNa9VaCyoONOrZZmI4Lk/0SbftHj69GGA4Kn7TuQfg=
JohnHobbs,W2EWnpQM2/8DN2DNiPqj59Hlj0kfDbmXQSuD4Y3hGF0=
BNygren,m4KIgRYPvt9rS2Lo11tl0nS8U7iVVKQ3dF45Kj7yK20=
TomHurd,9V4dy5mw4fTMiddnYUVT6M+rTeRRxk46Wz/hp+rW2Wc=
JRaaphorst,Wzpi+59/CSaNXbgY9uOU/agLR2eH4hPZVVuhdeg2kG4=
Eugene,sqTr9Jza76LkWkfZthIBDp18nrlNpGJHsZrSxpnkGz0=
BobbyKemp,OBXEgAxveRudRgvPjF1pDp9HbmgDt7YRU6R/Bg/qZyw=
TMcDermott,hnSER41IIFTmzWnBVQMAKGv0KCm/1OlyXV2JGz7HnNI=
StevePierce,L04zHvZm3vl2wwz7+jp9Cas2vlOPTwM1OrM1+fUlAGk=
GMorgan,9kZXfeYriN5X3JkASIct1b76V4JvLau7WwLn04dCSOI=
PMcLaughlin,wxA+cIjY1SCRY5/FIgZUsYFkfkmIP89wCPX9gFhhkns=
MDillard,N/M1XfXkCHFswmZw8Z8L8pn6N6dsbixeTrf1ODGi95I=
KenMoore,BlVqw24kUwQw7TqK4ThBdtXIwuSH/PKPyQQAh+Q4iNw=
AMerchant,OHrTdeFgwV7xHEACiFlb6Aiifzu1an2Zy8jR+3znjbk=
ScottAuer,/ZuDMojg1V6FRKW9ZSElJEUEsYjNAPWME6nGmvJSjP0=
ChickGandil,B67beaTdojMUmc7KRJf8hVUs9NhUqJqTS0nprxUADv0=
LWhite,qs7tUFrTlkBH24rNkREi1tSZliKIeM3H9YyPYT27u2M=
RSiglar,X8lOenzC9wtQhV/2M46miANJxB0qvEjHmyJyRjg0360=
EGay,Vvact0g8eLKMLx51n7wM4UKwfnqePtxNc4MyKcI0j0I=
RSpencer,zL2mhoAljZCxNUjzsHlHtKiGEVcT18+n+XHXVIWdmX8=
JD'Acquisto,kBBxL4K8v1vVrjAjZqR8+KSAGLZWaWhdJsnxo5cV2Ek=
MarkNichols,6Jk7zyW+8qA/Z7NVb2nxiklt2G9acLeLkS196MsJDxs=
JamalSampson,Q2MOdzQreZ79zYphNSxEoPKtrwNylrO1Uzd/OVU5z6U=
JKelleher,l/HxAUfriexeCPCHSpNXg138ieRw6MCVK60UjwRuAeM=
HFraley,w+qJrSGzei/uWaQ/jnsg2hUYoKhNsxHreXftHADRIJM=
HMurphy,ZYXUH/zBi3ibnKRGnOoJBw4nQOH8xJzYW7pYEMOrDa0=
JSchobert,930W7ole/ZENtwl0rFG/mk3Sn0KGNJJ4abyynQ0MLJ0=
JonotthanHarrison,Wi22hejqvHmgXnP/Lcei7SyCZcUyeanMUNiTaHjN3/M=
BillyWilson,VIBQUNr9Fa0EAwR0uf1EqEDmbk0la3pGuAKgKue8BAg=
RichCroushore,aucNeY3XPrwDokyg6egaCKk1LawGR0QyaO3NEZoe9vQ=
BruceRobinson,HjRmysj72eHtAipLe6g1bQ+yLt7UVZ8bEY8ORwXtgFE=
JimFanning,S2jijggdQ/zEQfdzK/Ku/eJ8tswo04W3GhInzNsjllY=
GDale,n84Pcr5wFU0SEX9Npb9kxPy8FRpBSZ8Xun/038BRGpc=
MManuel,ii0d6/U8V3Yd2PKzW8FHxpejjBe0iCHk0LawIa+VRSU=
RWatts,GuVpZoogTQM8dh42GNXPe+KQkkNIWlvd2a12Je6EU1E=
SteamboatStruss,4UrXONK9263m75ChW0ke0harIo+b3W1RVbHboFJ5EsM=
JDizon,r2Nhm+8Had/mlGkflIpmUbCh1tkPDgkqtneUR3mVMlE=
JohnBarsha,8Xkq3vp7DxHvKOdemheV9gZ7PwGlWAU5cdX1fRF6tOo=
DMaggs,SVDTztmhA5TgU3u9EmNhx5ivNdyW0JGRRVrqx39kXCA=
RandyLogan,F32kbw5kgPpsUheJTcwGuXNOrM0EUYsKX/MHg3sGnNM=
JFord,JG6GclhByfc4/sAaNU8vYqBO3vmoXx8ZYBHpwfx/TQs=
JPrimus,ULf9BlwTUBxB9uVd+C5fUDRgDjipwTqh6Ys5S0LC/G0=
AndreRodgers,OrXLow5xzq4N5z+fnq45dtpZbVeb55x2n2spxPQ3BkQ=
JoeMeriweather,JXogM0/unVTmlhll34zIS01tKd7NF4bUCL+eba8jFDo=
GilGarrido,ZXqhxjPYegjXrrGRakA5/1xdJkkw5gfRezUCmNyGyRI=
PatHarder,nJDJWVYkV4v1ixvFAQiGdid0IoPM0hcD6l4ty113So0=
ErikNorgard,hGRbA20/ZQBH4d5+0DL8NxqGNBZcmbdYGRZsd1QB2FQ=
HBallard,xc744VTmC4hkix3esqPkSewie/emQcQ2lVUbAoWDDOY=
StewHofferth,xLLkejLE8mu/G+QjCMrjxYim41NhgEv2jeC/9FklNYk=
BOwens,btPmiRrPm9JdH4HPsJBhlQgzCvIvvqSLZttbN4+fVZA=
WaltTauscher,suRZunqyYxIv8tDbAhIJhYwPomg/JUriCQKBfFr7dUY=
HaSeung-Jin,oXd0aRQkR9YndVurUBLDWjOwMTAcgoz6NuqVafUnt4U=
PJustin,/coSZUNRjR0bYIuH/xTPu6pJZsN7UH72ZVjvuqreQvc=
EarlNaylor,4dzt3PK5IQi6a5SKKpNj1qQmtVmCrlYaY1/2kZq5i3A=
SBryant,H3MP773H/CBmZHvmJsekrT2ckDrsjTGjs2AEeRLL22E=
EWalden,h+nt/EjSWCCU2GqHK/Q9Uxi2v+o/LnT4nWz1Xxc/8/U=
DMarkell,FzAF8+Z3N9gQUINZzHYRoZANDGSujiStuELT9UxCoUg=
DanMiceli,Gl2dkornYpgOX7e1bpYk0u0symGe0uxZlPfUZNtVlzM=
LarryGagner,wuQhZr7KYmNq0O5kTKf6IPKZgSe7+eLZp3Btbl2KQJU=
TyrellPeters,5ROFCf42tC5qHbofn4LB5C9To50btNxXogR3rqs1uks=
MorrieArnovich,S8vEObtGdUkFXs9KrqhJsyvBxj4UkX/64LVt4erhQ5g=
JohnCash,qVUihx5KnU3xQifeLHuoUohF8nEyCtiBVUsceqPbnAA=
KWeaver,0PRrhzeyZU1m+S+sD2M519az3YLDJQuHj1PNHMVJe/k=
RDouglas,bbPaI9hgdrosRqayK7GRQ/fNbkWTRsyAfAhCxLb0LZM=
WBaze,cH8yUJwiv/TYqjLzv5zaTisINdDFHEQia1025Ae4soo=
GCourtney,jzXy6oGImdjT7XmxcgBIxeJA2xWYvayd0jHgIoNb0pQ=
BZupcic,/9afeeeMl8QIsPE01MraN/OFtWMruBdLB2vXia7ISxw=
ChrisNelson,1FJXUUTKXZfD9oZ8cfSr5YYSYAwPj415U1OpczM9x88=
J.Phillips,0JCJeE7Nez3JDTxkC9XJ3HT7+iIHY17VuR52QSfOTZo=
CliffMarker,a3gVKC4XuUEbqs5lZyS5k3LlLnuzmYZe+QF2SJNQuYk=
BrianVertefeuille,q6KKT//oBblEMuzd3NKzp5vP1yHr59rvfRQxsNcfbq0=
LMartinez,aQk/NGmbMNZsdYWpJOd6P6N1hePwHBYvty+S7FwVyJY=
JordanBernstine,0VeMDsMwovgagnJiDrGk2IXGNVfquurYQP9DiRFBaUM=
BudStallworth,yYszxZpL/Fx3YDDXkHaXH2EL5t2q2OcYSqQ691GsAmQ=
CharlieLanham,86zUXUOgy9JzW0cUD70Iz9IOPcRC27ouz6DCg8vRC/8=
CBond,jt/BpuD/SGH+AtgZ/9aECfDhCcaapwHyNOihV1cKN7I=
CaseyHageman,MWL/Xsc+dzhMr/6oUua02BJE1aqavN8rKnYdYwoZpkc=
ErrolPrisby,qIDAjFLfP7diUv+CB+II1UawufP/skQ+2G1Pn4D/1p0=
ErnestDye,GsI3AJ8hXCczfMrhhm8Gg6CtkZ9LWf1sDJi5DI39N68=
Ellery,x8HKAOSSJfVwbjDqErypuno1LemCFTRmyVwof5TSoxs=
TRosa,5tvfUuOZ/Ejrg2iVb35Se6dNVqAHxjKOkdPPXa4Ir5Y=
SMejri,dz2sSdz4R+ZeBaPz41COT/ro4aFws2RyyFXgm8Bdalw=
TomGilburg,6a5FY6IWADcxqZ56wCRN0FMheY/V3pBTVSfLWe43yME=
A.Murray,leaS3OhXbFmM0bf9nNkZzSys14YeXqu/yiSKJ6T1VBE=
